title,price,stock,rating,description,upc,product_type,reviews
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,£30.60,6,Three,"Still scarred from the theft of his belongings in Barcelona, the author returns stateside to reassess his dreams for future travel and struggling to regain his love of the journey. From short trips along the eastern U.S. seaboard, the author conquers his demons when he takes his family and returns to Paris, before heading to a new destination: Lisbon, Portugal.",8d8e9f9b8730eb25,Books,0
Pride and Prejudice,£19.27,6,Four,"""It is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife.""So begins Pride and Prejudice, Jane Austen's witty comedy of manners--one of the most popular novels of all time--that features splendidly civilized sparring between the proud Mr. Darcy and the prejudiced Elizabeth Bennet as they play out their spirited cou ""It is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife.""So begins Pride and Prejudice, Jane Austen's witty comedy of manners--one of the most popular novels of all time--that features splendidly civilized sparring between the proud Mr. Darcy and the prejudiced Elizabeth Bennet as they play out their spirited courtship in a series of eighteenth-century drawing-room intrigues. ...more",720c36b2bee4692e,Books,0
Musicophilia: Tales of Music and the Brain,£46.58,6,One,"What goes on in human beings when they make or listen to music? What is it about music, what gives it such peculiar power over us, power delectable and beneficent for the most part, but also capable of uncontrollable and sometimes destructive force? Music has no concepts, it lacks images; it has no power of representation, it has no relation to the world. And yet it is evi What goes on in human beings when they make or listen to music? What is it about music, what gives it such peculiar power over us, power delectable and beneficent for the most part, but also capable of uncontrollable and sometimes destructive force? Music has no concepts, it lacks images; it has no power of representation, it has no relation to the world. And yet it is evident in all of us–we tap our feet, we keep time, hum, sing, conduct music, mirror the melodic contours and feelings of what we hear in our movements and expressions.In this book, Oliver Sacks explores the power music wields over us–a power that sometimes we control and at other times don’t. He explores, in his inimitable fashion, how it can provide access to otherwise unreachable emotional states, how it can revivify neurological avenues that have been frozen, evoke memories of earlier, lost events or states or bring those with neurological disorders back to a time when the world was much richer.This is a book that explores, like no other, the myriad dimensions of our experience of and with music. ...more",6d235933670503d9,Books,0
Mere Christianity,£48.51,6,Three,"Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books - The Case for Christianity, Christian Behavior, and Beyond Personality - Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books - The Case for Christianity, Christian Behavior, and Beyond Personality - Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Christianity's many denominations, C.S. Lewis finds a common ground on which all those who have Christian faith can stand together, proving that ""at the centre of each there is something, or a Someone, who against all divergences of belief, all differences of temperament, all memories of mutual persecution, speaks the same voice."" ...more",f38f37ed934d84b2,Books,0
Me Before You (Me Before You #1),£19.02,6,One,Lou Clark knows lots of things. She knows how many footsteps there are between the bus stop and home. She knows she likes working in The Buttered Bun tea shop and she knows she might not love her boyfriend Patrick.What Lou doesn't know is she's about to lose her job or that knowing what's coming is what keeps her sane.Will Traynor knows his motorcycle accident took away hi Lou Clark knows lots of things. She knows how many footsteps there are between the bus stop and home. She knows she likes working in The Buttered Bun tea shop and she knows she might not love her boyfriend Patrick.What Lou doesn't know is she's about to lose her job or that knowing what's coming is what keeps her sane.Will Traynor knows his motorcycle accident took away his desire to live. He knows everything feels very small and rather joyless now and he knows exactly how he's going to put a stop to that.What Will doesn't know is that Lou is about to burst into his world in a riot of colour. And neither of them knows they're going to change the other for all time. ...more,7a2b51f69e81c722,Books,0
In Cold Blood,£49.98,6,Four,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues.As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the kille On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues.As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence. ...more",fe0f34ebed689381,Books,0
In the Woods (Dublin Murder Squad #1),£38.38,6,Two,"A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense.As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children. He is gripping a tr A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense.As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children. He is gripping a tree trunk in terror, wearing blood-filled sneakers and unable to recall a single detail of the previous hours.Twenty years later, the found boy, Rob Ryan, is a detective on the Dublin Murder Squad and keeps his past a secret. But when a 12-year-old girl is found murdered in the same woods, he and Detective Cassie Maddox (his partner and closest friend) find themselves investigating a case chillingly similar to the previous unsolved mystery. Now, with only snippets of long-buried memories to guide him, Ryan has the chance to uncover both the mystery of the case before him and that of his own shadowy past. ...more",6958de044cb28a84,Books,0
How to Stop Worrying and Start Living,£46.49,6,Five,"Learn how to break the worry habit -- Now and forever! With Dale Carnegie's timeless advice in hand, more than six million people have learned how to eliminate debilitating fear and worry from their lives and to embrace a worry-free future. In this classic work, How to Stop Worrying and Start Living, Carnegie offers a set of practical formulas that you can put to work tod Learn how to break the worry habit -- Now and forever! With Dale Carnegie's timeless advice in hand, more than six million people have learned how to eliminate debilitating fear and worry from their lives and to embrace a worry-free future. In this classic work, How to Stop Worrying and Start Living, Carnegie offers a set of practical formulas that you can put to work today. It is a book packed with lessons that will last a lifetime and make that lifetime happier! DISCOVER HOW TO: Eliminate fifty percent of business worries immediatelyReduce financial worriesAvoid fatigue -- and keep looking youngAdd one hour a day to your waking lifeFind yourself and be yourself -- remember there is no one else on earth like you! Fascinating to read and easy to apply, How to Stop Worrying and Start Living deals with fundamental emotions and life-changing ideas. There's no need to live with worry and anxiety that keep you from enjoying a full, active life! ...more",e792c0969cefe1b8,Books,0
Give It Back,£18.32,6,Two,"This novel follows three characters: Lorraine, Lexy, and Ella.Lorraine:Not long ago, Lorraine lost her husband to another woman. She thought that was the worst thing that could happen to her, but soon she realizes it’s just the beginning of an everlasting nightmare. Lexy:Lexy, an au pair from London, moves to Seattle to help Lorraine with her infant son. But she didn’t com This novel follows three characters: Lorraine, Lexy, and Ella.Lorraine:Not long ago, Lorraine lost her husband to another woman. She thought that was the worst thing that could happen to her, but soon she realizes it’s just the beginning of an everlasting nightmare. Lexy:Lexy, an au pair from London, moves to Seattle to help Lorraine with her infant son. But she didn’t come for the child…she came for something else. Ella:When Ella receives a call from her sister, Lorraine, who begs her to leave San Diego to spend time with her, she decides to take a few days off from work to visit her. Frightened to see how much Lorraine has weakened since her diagnosis eight months ago, she packs a bag and heads to Seattle with a foreboding feeling that this might be the last time she sees Lorraine. But on her way to the airport, she learns that something shocking has happened since she last spoke with Lorraine and now. To make matters worse, once Ella arrives in Seattle, Lorraine’s story keeps changing, making Ella question how reliable her sister really is. Soon Ella is entangled in a mysterious investigation, and more so, in the lives of everyone involved. She realizes not only that she won’t go home anytime soon but also that she’ll never look at others the same way she did before. ...more",012170e4fc87ace0,Books,0
"Girl, Interrupted",£42.14,6,Three,"See alternate cover edition here.In 1967, after a session with a psychiatrist she'd never seen before, eighteen-year-old Susanna Kaysen was put in a taxi and sent to McLean Hospital. She spent most of the next two years on the ward for teenage girls in a psychiatric hospital as renowned for its famous clientele -- Sylvia Plath, Robert Lowell, James Taylor, and Ray Charles See alternate cover edition here.In 1967, after a session with a psychiatrist she'd never seen before, eighteen-year-old Susanna Kaysen was put in a taxi and sent to McLean Hospital. She spent most of the next two years on the ward for teenage girls in a psychiatric hospital as renowned for its famous clientele -- Sylvia Plath, Robert Lowell, James Taylor, and Ray Charles -- as for its progressive methods of treating those who could afford its sanctuary. Kaysen's memoir encompasses horror and razor-edged perception while providing vivid portraits of her fellow patients and their keepers. It is a brilliant evocation of a ""parallel universe"" set within the kaleidoscopically shifting landscape of the late sixties. Girl, Interrupted is a clear-sighted, unflinching document that gives lasting and specific dimension to our definitions of sane and insane, mental illness and recovery. ...more",384c7d41d5ffe9d1,Books,0
Fun Home: A Family Tragicomic,£56.59,6,Four,"In this graphic memoir, Alison Bechdel charts her fraught relationship with her late father.Distant and exacting, Bruce Bechdel was an English teacher and director of the town funeral home, which Alison and her family referred to as the Fun Home. It was not until college that Alison, who had recently come out as a lesbian, discovered that her father was also gay. A few wee In this graphic memoir, Alison Bechdel charts her fraught relationship with her late father.Distant and exacting, Bruce Bechdel was an English teacher and director of the town funeral home, which Alison and her family referred to as the Fun Home. It was not until college that Alison, who had recently come out as a lesbian, discovered that her father was also gay. A few weeks after this revelation, he was dead, leaving a legacy of mystery for his daughter to resolve. ...more",56a34d0cec11d6b0,Books,0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96,6,Four,"Delving into the recesses of Kyo's past, we find the Sohma trio returning home on a rainy day. There, a mysterious man who has known Kyo for a long time meets them. Trust, loyalty and the bonds of family and friendship are tested, as Tohru must help Kyo deal with the ""monsters"" that he's been trying to avoid.",97258f576d4bb672,Books,0
Deception Point,£40.32,6,Four,"When a new NASA satellite spots evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory...a victory that has profound implications for U.S. space policy and the impending presidential election. With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Se When a new NASA satellite spots evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory...a victory that has profound implications for U.S. space policy and the impending presidential election. With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Sexton to the Milne Ice Shelf to verify the authenticity of the find. Accompanied by a team of experts, including the charismatic academic Michael Tolland, Rachel uncovers the unthinkable: evidence of scientific trickery -- a bold deception that threatens to plunge the world into controversy.But before Rachel can contact the President, she and Michael are attacked by a deadly team of assassins controlled by a mysterious power broker who will stop at nothing to hide the truth. Fleeing for their lives in an environment as desolate as it is lethal, their only hope for survival is to find out who is behind this masterful ploy. The truth, they will learn, is the most shocking deception of all. ...more",4e3b183180e2a992,Books,0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39,6,Three,"Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the auth Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life?Give-and-TakeAlthough they've collected plenty of evidence tying the seven Yotsuba members to the newest Kira, Light, L and the rest of the taskforce are no closer to discovering which one actually possesses the Death Note. Desperate for some headway, L recruits Misa to infiltrate the group and feed them information calculated to bring Kira into the open. But the Shinigami Rem reveals to Misa who the Kiras really are, and, armed with this knowledge, Misa will do anything to help Light. But what will that mean for L...? ...more",6e06d0f00f6da20f,Books,0
Catherine the Great: Portrait of a Woman,£58.55,6,Four,"Pulitzer Prize winner Massie offers the tale of a princess who went to Russia at 14 and became one of the most powerful women in history. Born into minor German nobility, she transformed herself into an empress by sheer determination. Possessing a brilliant, curious mind, she devoured the works of Enlightenment philosophers, and reaching the throne, tried using their princ Pulitzer Prize winner Massie offers the tale of a princess who went to Russia at 14 and became one of the most powerful women in history. Born into minor German nobility, she transformed herself into an empress by sheer determination. Possessing a brilliant, curious mind, she devoured the works of Enlightenment philosophers, and reaching the throne, tried using their principles to rule the vast, backward empire. She knew or corresponded with notable figures of her time: Voltaire, Diderot, Frederick the Great, Maria Theresa of Austria, Marie Antoinette & John Paul Jones. Wanting to be the “benevolent despot” Montesquieu idealized, she contended with the deeply ingrained realities of Russian life, including serfdom. She persevered, and for 34 years the government, foreign policy, cultural development and welfare of the Russian people were in her hands. She dealt with domestic rebellion, wars & the tides of political change and violence inspired by the French Revolution. Her reputation depended on the perspective of the speaker. She was praised by Voltaire as like the classical philosophers. She was condemned by enemies, mostly foreign, as “the Messalina of the north.” Her family, friends, ministers, generals, lovers and enemies are vividly described. These included her ambitious, scheming mother; her weak, bullying husband, Peter (who left her sexually untouched for nine years after their marriage); her unhappy son & heir, Paul; her beloved grandchildren; and her favorites — the young men from whom she sought companionship and the recapture of youth as well as sex. Here, too, is Gregory Potemkin, her most significant lover & possible husband, with whom she shared a correspondence of love & separation, followed by 17 years of unparalleled mutual achievement. All the qualities that Massie brought to Nicholas & Alexandra and Peter the Great are present: historical accuracy, deep understanding, felicity of style, mastery of detail, ability to shatter myth & a genius for finding and expressing a human drama. ...more",f3c70d296ec796c4,Books,0
Better Homes and Gardens New Cook Book,£39.61,6,Three,"Features: Over 900 new recipes -- 1,200 in all-reflect current eating habits and lifestyles; 500 new photographs -- over 700 in all-including 60 percent more of finished food than the last edition; Dozens of new recipes offer ethnic flavours, fresh ingredients, or vegetarian appeal; Many recipes feature make-ahead directions or quick-to-the-table meals; New chapter provide Features: Over 900 new recipes -- 1,200 in all-reflect current eating habits and lifestyles; 500 new photographs -- over 700 in all-including 60 percent more of finished food than the last edition; Dozens of new recipes offer ethnic flavours, fresh ingredients, or vegetarian appeal; Many recipes feature make-ahead directions or quick-to-the-table meals; New chapter provides recipes for crockery cookers; Efficient, easy-to-read format, with recipes categorised into 21 chapters, each thoroughly indexed for easy reference; Expanded chapter on cooking basics includes advice on food safety, menu planning, table setting, and make-ahead cooking, plus a thorough glossary on ingredients and techniques; Appliance-friendly recipes help cooks save time and creatively use new kitchen tools; Nutrition information with each recipe, plus diabetic exchanges; Contemporary food photography attracts browsers and helps cooks discover new recipes to make; Icons identify low-fat, no-fat, fast, and best-loved recipes; Every recipe tested and perfected by the Better Homes and Gardens Test Kitchen; Revised and updated cooking charts, ingredient photos, emergency substitutions, and equivalents; Respected, reliable kitchen reference with hundreds of cooking terms, tips, and techniques. ...more",faf841f81c52638b,Books,0
An Unquiet Mind: A Memoir of Moods and Madness,£21.30,6,Three,"WITH A NEW PREFACE BY THE AUTHORIn her bestselling classic, An Unquiet Mind, Kay Redfield Jamison changed the way we think about moods and madness.Dr. Jamison is one of the foremost authorities on manic-depressive (bipolar) illness;she has also experienced it firsthand. For evenwhile she was pursuing her career in academic medicine, Jamison found herself succumbing to the WITH A NEW PREFACE BY THE AUTHORIn her bestselling classic, An Unquiet Mind, Kay Redfield Jamison changed the way we think about moods and madness.Dr. Jamison is one of the foremost authorities on manic-depressive (bipolar) illness; she has also experienced it firsthand. For even while she was pursuing her career in academic medicine, Jamison found herself succumbing to the same exhilarating highs and catastrophic depressions that afflicted many of her patients, as her disorder launched her into ruinous spending sprees, episodes of violence, and an attempted suicide.Here Jamison examines bipolar illness from the dual perspectives of the healer and the healed, revealing both its terrors and the cruel allure that at times prompted her to resist taking medication. An Unquiet Mind is a memoir of enormous candor, vividness, and wisdom—a deeply powerful book that has both transformed and saved lives. ...more",46cb43c2ab133ccc,Books,0
A Year in Provence (Provence #1),£56.88,6,Four,"National BestsellerIn this witty and warm-hearted account, Peter Mayle tells what it is like to realize a long-cherished dream and actually move into a 200-year-old stone farmhouse in the remote country of the Lubéron with his wife and two large dogs. He endures January's frosty mistral as it comes howling down the Rhône Valley, discovers the secrets of goat racing through National Bestseller In this witty and warm-hearted account, Peter Mayle tells what it is like to realize a long-cherished dream and actually move into a 200-year-old stone farmhouse in the remote country of the Lubéron with his wife and two large dogs. He endures January's frosty mistral as it comes howling down the Rhône Valley, discovers the secrets of goat racing through the middle of town, and delights in the glorious regional cuisine. A Year in Provence transports us into all the earthy pleasures of Provençal life and lets us live vicariously at a tempo governed by seasons, not by days. ...more",9e60929f521fa280,Books,0
World Without End (The Pillars of the Earth #2),£32.97,5,Four,"Eighteen years after the publication of The Pillars of the Earth, Ken Follett has written the the long awaited sequel, World Without End. World Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are agai Eighteen years after the publication of The Pillars of the Earth, Ken Follett has written the the long awaited sequel, World Without End. World Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and revenge, but this sequel stands on its own. This time, the men and women among an extraordinary cast of characters find themselves at a crossroad of new ideas -- about medicine, commerce, architecture, and justice. In a world where proponents of the old ways fiercely battle those with progressive minds, the intrigue and tension quickly reach a boiling point against the devastating backdrop of the greatest natural disaster ever to strike the human race: the Black Death. ...more",2e5b4ff08a75fd02,Books,0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,£48.67,5,Two,"Incisive commentary on the financial meltdown and its aftermath, from the author of the bestselling global phenomenonCapital in the Twenty-First Century Thomas Piketty's work has proved that unfettered markets lead to increasing inequality. Without meaningful regulation, capitalist economies will concentrate wealth in an ever smaller number of hands. Armed with this knowle Incisive commentary on the financial meltdown and its aftermath, from the author of the bestselling global phenomenon Capital in the Twenty-First Century Thomas Piketty's work has proved that unfettered markets lead to increasing inequality. Without meaningful regulation, capitalist economies will concentrate wealth in an ever smaller number of hands. Armed with this knowledge, democratic societies face a defining challenge: fending off a new aristocracy. For years, Piketty has wrestled with this problem in his monthly newspaper column, which pierces the surface of current events to reveal the economic forces underneath. Why Save the Bankers? brings together selected columns, now translated and annotated, from the period book-ended by the September 2008 collapse of Lehman Brothers and the Paris attacks of November 2015. In between, writing from the vantage point of his native France, Piketty brilliantly decodes the European sovereign debt crisis, an urgent struggle against the tyranny of markets that bears lessons for the world at large. And along the way, he weighs in on oligarchy in the United States, wonders whether debts actually need to be paid back, and discovers surprising lessons about inequality by examining the career of Steve Jobs. Coursing with insight and flashes of wit, these brief essays offer a view of recent history through the eyes of one of the most influential economic thinkers of our time. ...more",759ee7d059b1beb8,Books,0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31,5,Four,"Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the sa Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the same surprising crossroads, the Will Graysons find their lives overlapping and hurtling in new and unexpected directions. With a push from friends new and old - including the massive, and massively fabulous, Tiny Cooper, offensive lineman and musical theater auteur extraordinaire - Will and Will begin building toward respective romantic turns-of-heart and the epic production of history's most awesome high school musical. ...more",e75f3ae1da1cc652,Books,0
Where She Went (If I Stay #2),£41.73,5,Four,"It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. As they explore the city that has become Mia's home, Adam and Mia revisit the past and open their hearts to the future - and each other.Told from Adam's point of view in the spare, lyrical prose that defined If I Stay, Where She Went explores the devastation of grief, the promise of new hope, and the flame of rekindled romance. ...more",60369d96b7b80869,Books,0
Two Summers,£14.64,5,One,"ONE SUMMER in the French countryside, among sun-kissed fields of lavender . . . ANOTHER SUMMER in upstate New York, along familiar roads that lead to surprises . . . When Summer Everett makes a split-second decision, her summer divides into two parallel worlds. In one, she travels to France, where she’s dreamed of going: a land of chocolate croissants, handsome boys, and a ONE SUMMER in the French countryside, among sun-kissed fields of lavender . . . ANOTHER SUMMER in upstate New York, along familiar roads that lead to surprises . . . When Summer Everett makes a split-second decision, her summer divides into two parallel worlds. In one, she travels to France, where she’s dreamed of going: a land of chocolate croissants, handsome boys, and art museums. In the other, she remains home, in her ordinary suburb, where she expects her ordinary life to continue — but nothing is as it seems.In both summers, she will fall in love and discover new sides of herself. What may break her, though, is a terrible family secret, one she can't hide from anywhere. In the end, it may just be the truth she needs the most.From New York Times bestselling author Aimee Friedman comes an irresistible, inventive novel that takes readers around the world and back again, and asks us what matters more: the journey or the destination. ...more",3a7d54a264d9f33e,Books,0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,£53.68,5,Four,"Randall Munroe left NASA in 2005 to start up his hugely popular site XKCD 'a web comic of romance, sarcasm, math and language' which offers a witty take on the world of science and geeks. It now has 600,000 to a million page hits daily. Every now and then, Munroe would get emails asking him to arbitrate a science debate. 'My friend and I were arguing about what would happe Randall Munroe left NASA in 2005 to start up his hugely popular site XKCD 'a web comic of romance, sarcasm, math and language' which offers a witty take on the world of science and geeks. It now has 600,000 to a million page hits daily. Every now and then, Munroe would get emails asking him to arbitrate a science debate. 'My friend and I were arguing about what would happen if a bullet got struck by lightning, and we agreed that you should resolve it . . . ' He liked these questions so much that he started up What If. If your cells suddenly lost the power to divide, how long would you survive? How dangerous is it, really, to be in a swimming pool in a thunderstorm? If we hooked turbines to people exercising in gyms, how much power could we produce? What if everyone only had one soulmate?When (if ever) did the sun go down on the British empire? How fast can you hit a speed bump while driving and live?What would happen if the moon went away?In pursuit of answers, Munroe runs computer simulations, pores over stacks of declassified military research memos, solves differential equations, and consults with nuclear reactor operators. His responses are masterpieces of clarity and hilarity, studded with memorable cartoons and infographics. They often predict the complete annihilation of humankind, or at least a really big explosion. Far more than a book for geeks, WHAT IF: Serious Scientific Answers to Absurd Hypothetical Questions explains the laws of science in operation in a way that every intelligent reader will enjoy and feel much the smarter for having read. ...more",163d89116179c33f,Books,0
The Raven King (The Raven Cycle #4),£30.57,5,Two,"Nothing living is safe. Nothing dead is to be trusted.For years, Gansey has been on a quest to find a lost king. One by one, he’s drawn others into this quest: Ronan, who steals from dreams; Adam, whose life is no longer his own; Noah, whose life is no longer a lie; and Blue, who loves Gansey…and is certain she is destined to kill him.Now the endgame has begun. Dreams and Nothing living is safe. Nothing dead is to be trusted.For years, Gansey has been on a quest to find a lost king. One by one, he’s drawn others into this quest: Ronan, who steals from dreams; Adam, whose life is no longer his own; Noah, whose life is no longer a lie; and Blue, who loves Gansey…and is certain she is destined to kill him.Now the endgame has begun. Dreams and nightmares are converging. Love and loss are inseparable. And the quest refuses to be pinned to a path. ...more",2e4fc5eacceec12c,Books,0
This Is Your Brain on Music: The Science of a Human Obsession,£38.40,5,One,"Whether you load your iPod with Bach or Bono, music has a significant role in your life—even if you never realized it. Why does music evoke such powerful moods? The answers are at last be- coming clear, thanks to revolutionary neuroscience and the emerging field of evolutionary psychology. Both a cutting-edge study and a tribute to the beauty of music itself, This Is Your Whether you load your iPod with Bach or Bono, music has a significant role in your life—even if you never realized it. Why does music evoke such powerful moods? The answers are at last be- coming clear, thanks to revolutionary neuroscience and the emerging field of evolutionary psychology. Both a cutting-edge study and a tribute to the beauty of music itself, This Is Your Brain on Music unravels a host of mysteries that affect everything from pop culture to our understanding of human nature, including: • Are our musical preferences shaped in utero? • Is there a cutoff point for acquiring new tastes in music? • What do PET scans and MRIs reveal about the brain’s response to music? • Is musical pleasure different from other kinds of pleasure?This Is Your Brain on Music explores cultures in which singing is considered an essential human function, patients who have a rare disorder that prevents them from making sense of music, and scientists studying why two people may not have the same definition of pitch. At every turn, this provocative work unlocks deep secrets about how nature and nurture forge a uniquely human obsession. ...more",bc209a900101f28d,Books,0
The Secret Garden,£15.08,5,Four,"When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret g When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret garden, surrounded by walls and locked with a missing key. One day, with the help of two unexpected companions, she discovers a way in. Is everything in the garden dead, or can Mary bring it back to life? ...more",abbb492978ff656d,Books,0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,£11.05,5,Five,"The Power Greens Cookbook presents 140 delicious, healthy recipes for dark, leafy greens that will please your palate and inspire you to clean your plate.Kale and collards don’t have to be the only greens on your shopping list anymore. Rising stars include romaine and parsley, Brussels sprouts and beet greens, and more. But say the words “Eat your greens,” and even though The Power Greens Cookbook presents 140 delicious, healthy recipes for dark, leafy greens that will please your palate and inspire you to clean your plate. Kale and collards don’t have to be the only greens on your shopping list anymore. Rising stars include romaine and parsley, Brussels sprouts and beet greens, and more. But say the words “Eat your greens,” and even though we know they’re good for us, many people are afraid that they won’t taste good. Fear no more! The Power Greens Cookbook provides go-to recipes that are both nutritious and delicious.   Acclaimed cookbook author and blogger Dana Jacobi expands your culinary repertoire and introduces the fifteen Power Greens—from arugula to watercress—that are loaded with health-supporting nutrients and phytochemicals that enhance vitality, all the while protecting against diabetes, heart disease, and high blood pressure, fortifying eyes and muscles, even making your skin glow. Jacobi also shares simple cooking techniques that help you prepare these super veggies quickly. Including main dishes and hearty salads, dips, spreads, snacks, and even drinks, The Power Greens Cookbook offers myriad mouthwatering vegetable-centric recipes.  • Soups: Cabbage and Brussels Sprouts Soup, Spinach Gazpacho with Walnuts, Hoppin’ John Stew with Mustard Greens• Salads: Caesar Salad with Parmesan Chickpeas, Tuscan Kale Salad with Pomegranate Seeds and Walnuts, Beets and Beet Greens with Citrus Dressing• Main Dishes: Red Beans and Smoky Greens, Kale-Smothered Pork Chops with Carrot and Apple, Tortelloni with Broccoli Rabe Florets• Small Meals and Snacks: Avocado and Watercress Tartine, Grilled Cheese and Tomato Sandwich with Kimchi, Poached Eggs in a Nest of Bacon-Wilted Kale• Side Dishes and Condiments: Carrots with Wild Arugula Pesto, French Lettuce Stir-Fry, Tahini Creamed Spinach, Kale Za’atar  Shown in dozens of tantalizing photographs, these dishes are sure to become mainstays in your kitchen for weeknight family meals, casual entertaining, and elegant dinner parties. From the cruciferous and crunchy to the leafy and light, The Power Greens Cookbook is just what the doctor—and your taste buds—ordered. ...more",f701fae56b645ef7,Books,0
